district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Aston,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-197.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-197.htm,"TUDGE, Alan",Liberal,109705,98160,3320,101480,92.5,5520,"TUDGE, Alan",Liberal,42260,"TUDGE, Alan",Liberal,51840,"DOYLE, Mary",Australian Labor Party,46320,5520,False,9580
Ballarat,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-198.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-198.htm,"KING, Catherine",Australian Labor Party,110570,96500,5109,101609,91.9,25040,"KING, Catherine",Australian Labor Party,43171,"KING, Catherine",Australian Labor Party,60770,"GREEN, Ben",Liberal,35730,25040,False,17599
Bendigo,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-200.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-200.htm,"CHESTERS, Lisa",Australian Labor Party,112354,99779,3764,103543,92.16,24157,"CHESTERS, Lisa",Australian Labor Party,42883,"CHESTERS, Lisa",Australian Labor Party,61968,"SCHADE, Darin",Liberal,37811,24157,False,19085
Bruce,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-201.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-201.htm,"HILL, Julian",Australian Labor Party,112756,95290,4321,99611,88.34,12550,"HILL, Julian",Australian Labor Party,39516,"HILL, Julian",Australian Labor Party,53920,"MOODY, James",Liberal,41370,12550,False,14404
Calwell,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-203.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-203.htm,"VAMVAKINOU, Maria",Australian Labor Party,106706,84995,5724,90719,85.02,21069,"VAMVAKINOU, Maria",Australian Labor Party,38127,"VAMVAKINOU, Maria",Australian Labor Party,53032,"STAKER-GUNN, Tim",Liberal,31963,21069,False,14905
Casey,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-204.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-204.htm,"VIOLI, Aaron",Liberal,114277,99621,6652,106273,93,2945,"VIOLI, Aaron",Liberal,36347,"VIOLI, Aaron",Liberal,51283,"BRINDLE, Bill",Australian Labor Party,48338,2945,False,14936
Chisholm,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-205.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-205.htm,"GARLAND, Carina",Australian Labor Party,109851,96518,4763,101281,92.2,12378,"GARLAND, Carina",Australian Labor Party,38692,"GARLAND, Carina",Australian Labor Party,54448,"LIU, Gladys",Liberal,42070,12378,False,15756
Cooper,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-320.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-320.htm,"KEARNEY, Ged",Australian Labor Party,108610,93750,4169,97919,90.16,16262,"KEARNEY, Ged",Australian Labor Party,38754,"KEARNEY, Ged",Australian Labor Party,55006,"LIDDLE, Celeste",The Greens,38744,16262,False,16252
Corangamite,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-328.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-328.htm,"COKER, Libby",Australian Labor Party,112645,100967,4088,105055,93.26,15353,"COKER, Libby",Australian Labor Party,38573,"COKER, Libby",Australian Labor Party,58160,"ASHER, Stephanie",Liberal,42807,15353,False,19587
Corio,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-208.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-208.htm,"MARLES, Richard",Australian Labor Party,112517,96944,5341,102285,90.91,24894,"MARLES, Richard",Australian Labor Party,40846,"MARLES, Richard",Australian Labor Party,60919,"PATEL, Manish",Liberal,36025,24894,False,20073
Deakin,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-209.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-209.htm,"SUKKAR, Michael",Liberal,112455,100269,4419,104688,93.09,375,"SUKKAR, Michael",Liberal,41626,"SUKKAR, Michael",Liberal,50322,"GREGG, Matt",Australian Labor Party,49947,375,False,8696
Dunkley,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-210.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-210.htm,"MURPHY, Peta",Australian Labor Party,111567,95722,4750,100472,90.06,12008,"MURPHY, Peta",Australian Labor Party,38506,"MURPHY, Peta",Australian Labor Party,53865,"COOMBES, Sharn",Liberal,41857,12008,False,15359
Flinders,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-211.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-211.htm,"McKENZIE, Zoe",Liberal,114414,98902,5687,104589,91.41,13248,"McKENZIE, Zoe",Liberal,43013,"McKENZIE, Zoe",Liberal,56075,"SNOWBALL, Surbhi",Australian Labor Party,42827,13248,False,13062
Fraser,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-321.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-321.htm,"MULINO, Daniel",Australian Labor Party,110961,92101,4258,96359,86.84,30401,"MULINO, Daniel",Australian Labor Party,38732,"MULINO, Daniel",Australian Labor Party,61251,"WOOD, David",Liberal,30850,30401,False,22519
Gellibrand,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-212.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-212.htm,"WATTS, Tim",Australian Labor Party,108096,92197,4729,96926,89.67,21279,"WATTS, Tim",Australian Labor Party,39382,"WATTS, Tim",Australian Labor Party,56738,"CLARK, Monica",Liberal,35459,21279,False,17356
Gippsland,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-213.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-213.htm,"CHESTER, Darren",The Nationals,114405,100906,3073,103979,90.89,41504,"CHESTER, Darren",The Nationals,54635,"CHESTER, Darren",The Nationals,71205,"LANGLEY, Jannette",Australian Labor Party,29701,41504,False,16570
Goldstein,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-214.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-214.htm,"DANIEL, Zoe",Independent,109633,98087,3487,101574,92.65,5635,"WILSON, Tim",Liberal,39607,"DANIEL, Zoe",Independent,51861,"WILSON, Tim",Liberal,46226,5635,True,18046
Gorton,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-309.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-309.htm,"O'CONNOR, Brendan",Australian Labor Party,110860,92434,7089,99523,89.77,18434,"O'CONNOR, Brendan",Australian Labor Party,38178,"O'CONNOR, Brendan",Australian Labor Party,55434,"FLETCHER, John",Liberal,37000,18434,False,17256
